frame.number,frame.time,ip.src,ip.dst,tcp.srcport,tcp.dstport,frame.len,_ws.col.Info
"1671","Dec 16, 2024 14:32:36.948263455 IST","172.18.0.3","172.18.0.2","6901","46819","54","6901 → 46819 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1672","Dec 16, 2024 14:32:36.948267876 IST","172.18.0.2","172.18.0.3","46819","888","54","46819 → 888 [<None>] Seq=1 Win=1024 Len=0"
"1673","Dec 16, 2024 14:32:36.948269629 IST","172.18.0.3","172.18.0.2","888","46819","54","888 → 46819 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1674","Dec 16, 2024 14:32:36.948273758 IST","172.18.0.2","172.18.0.3","46819","1900","54","46819 → 1900 [<None>] Seq=1 Win=1024 Len=0"
"1675","Dec 16, 2024 14:32:36.948275423 IST","172.18.0.3","172.18.0.2","1900","46819","54","1900 → 46819 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1676","Dec 16, 2024 14:32:36.948279619 IST","172.18.0.2","172.18.0.3","46819","7921","54","46819 → 7921 [<None>] Seq=1 Win=1024 Len=0"
"1677","Dec 16, 2024 14:32:36.948281280 IST","172.18.0.3","172.18.0.2","7921","46819","54","7921 → 46819 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1678","Dec 16, 2024 14:32:36.948285505 IST","172.18.0.2","172.18.0.3","46819","32770","54","46819 → 32770 [<None>] Seq=1 Win=1024 Len=0"
"1679","Dec 16, 2024 14:32:36.948287181 IST","172.18.0.3","172.18.0.2","32770","46819","54","32770 → 46819 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1680","Dec 16, 2024 14:32:36.948291751 IST","172.18.0.2","172.18.0.3","46819","3006","54","46819 → 3006 [<None>] Seq=1 Win=1024 Len=0"
"1681","Dec 16, 2024 14:32:36.948293421 IST","172.18.0.3","172.18.0.2","3006","46819","54","3006 → 46819 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1682","Dec 16, 2024 14:32:36.948297944 IST","172.18.0.2","172.18.0.3","46819","16012","54","46819 → 16012 [<None>] Seq=1 Win=1024 Len=0"
"1683","Dec 16, 2024 14:32:36.948299845 IST","172.18.0.3","172.18.0.2","16012","46819","54","16012 → 46819 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1684","Dec 16, 2024 14:32:36.948303963 IST","172.18.0.2","172.18.0.3","46819","8002","54","46819 → 8002 [<None>] Seq=1 Win=1024 Len=0"
"1685","Dec 16, 2024 14:32:36.948305649 IST","172.18.0.3","172.18.0.2","8002","46819","54","8002 → 46819 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1686","Dec 16, 2024 14:32:36.948309988 IST","172.18.0.2","172.18.0.3","46819","5298","54","46819 → 5298 [<None>] Seq=1 Win=1024 Len=0"
"1687","Dec 16, 2024 14:32:36.948311793 IST","172.18.0.3","172.18.0.2","5298","46819","54","5298 → 46819 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1688","Dec 16, 2024 14:32:36.948316402 IST","172.18.0.2","172.18.0.3","46819","3827","54","46819 → 3827 [<None>] Seq=1 Win=1024 Len=0"
"1689","Dec 16, 2024 14:32:36.948317813 IST","172.18.0.3","172.18.0.2","3827","46819","54","3827 → 46819 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1690","Dec 16, 2024 14:32:36.948321841 IST","172.18.0.2","172.18.0.3","46819","9000","54","46819 → 9000 [<None>] Seq=1 Win=1024 Len=0"
"1691","Dec 16, 2024 14:32:36.948323375 IST","172.18.0.3","172.18.0.2","9000","46819","54","9000 → 46819 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1692","Dec 16, 2024 14:32:36.948327650 IST","172.18.0.2","172.18.0.3","46819","7201","54","46819 → 7201 [<None>] Seq=1 Win=1024 Len=0"
"1693","Dec 16, 2024 14:32:36.948329151 IST","172.18.0.3","172.18.0.2","7201","46819","54","7201 → 46819 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1694","Dec 16, 2024 14:32:36.948333302 IST","172.18.0.2","172.18.0.3","46819","4343","54","46819 → 4343 [<None>] Seq=1 Win=1024 Len=0"
"1695","Dec 16, 2024 14:32:36.948334896 IST","172.18.0.3","172.18.0.2","4343","46819","54","4343 → 46819 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1696","Dec 16, 2024 14:32:36.948339748 IST","172.18.0.2","172.18.0.3","46819","1","54","46819 → 1 [<None>] Seq=1 Win=1024 Len=0"
"1697","Dec 16, 2024 14:32:36.948341197 IST","172.18.0.3","172.18.0.2","1","46819","54","1 → 46819 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1698","Dec 16, 2024 14:32:36.948345184 IST","172.18.0.2","172.18.0.3","46819","691","54","46819 → 691 [<None>] Seq=1 Win=1024 Len=0"
"1699","Dec 16, 2024 14:32:36.948346576 IST","172.18.0.3","172.18.0.2","691","46819","54","691 → 46819 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1700","Dec 16, 2024 14:32:36.948350644 IST","172.18.0.2","172.18.0.3","46819","15004","54","46819 → 15004 [<None>] Seq=1 Win=1024 Len=0"
"1701","Dec 16, 2024 14:32:36.948352206 IST","172.18.0.3","172.18.0.2","15004","46819","54","15004 → 46819 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1702","Dec 16, 2024 14:32:36.948356179 IST","172.18.0.2","172.18.0.3","46819","1236","54","46819 → 1236 [<None>] Seq=1 Win=1024 Len=0"
"1703","Dec 16, 2024 14:32:36.948357942 IST","172.18.0.3","172.18.0.2","1236","46819","54","1236 → 46819 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1704","Dec 16, 2024 14:32:36.948361790 IST","172.18.0.2","172.18.0.3","46819","1097","54","46819 → 1097 [<None>] Seq=1 Win=1024 Len=0"
"1705","Dec 16, 2024 14:32:36.948363385 IST","172.18.0.3","172.18.0.2","1097","46819","54","1097 → 46819 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
